App Name,App ID,Review Title,Rating,Content
Plantie - Stay focused,1135988868,Awesome app,5,The app is great! I specifically love the background white noise as it helps me focus. The trees are also really pretty and the timer is’t distracting so I won’t stare at it.
Plantie - Stay focused,1135988868,BEST,5,I really like everything about the app. The graphics interaction everything. Only thing i found missing is a widget. Both for home and Lock Screen. Really need a widget especially during the standby mode during charging.  Thanks
Plantie - Stay focused,1135988868,needs more plants,5,Love this app but wish it had a few more plants to choose from and if there was a way to see all of the plants you have grown in a big garden.
Plantie - Stay focused,1135988868,Op,5,Op
HUDWAY Cast — Safe Driving,1258579266,Useless app,1,"I bought the device years ago just after they released it. Connected the device by OBD, cannot “cast to HUD” the navigation. I thought a firmware update might solve the problem but never had any notification for updates from this app. got no reply to my email sent about one and half years ago. I thought they gave up the business as I gave up the device. Surprisingly found they are still selling! Just sent another email asking for support, hopefully they have someone doing the job"
HUDWAY Cast — Safe Driving,1258579266,Waste of money,1,"Contacted support but took ages to reply (4months). I chucked the device as it’s unusable anymore. Had only been using Hudway Cast for 7 months then it stopped performing as advertised. What a waste of money. Poor customer service, won’t purchase any product from this company. I won’t recommend."
HUDWAY Cast — Safe Driving,1258579266,App crashes in 5 minutes,3,Great app if it was working. The HUDWAY cast loses connection within 5 minutes with the phone. Always require t stop vehicle to reset manually. Totally waste of time. You should make some changes on the app to keep the wireless connection with the phone
Cape: Screen Time Master,6444819615,🫡,5,Use full app
Cape: Screen Time Master,6444819615,Very good App.,5,This is a must install app for iOS.
Cape: Screen Time Master,6444819615,Not working,3,"Had this app for over a year now, was working great so i upgraded to premium. In the last week, the app doesnt hide my apps from home screen or app library, only stops me from accessing. I need it to fully block but it doesnt do that. Very disappointed"
Cape: Screen Time Master,6444819615,Amazing what an app can do,5,"Such a strong app to make sure you never get troubled with what you are holding on your phone. Complete mode for securing app removed them completely from sight, shortcuts as well as from App Library, making it pure and secure from pry eyes"
Cape: Screen Time Master,6444819615,IOS 7.5,1,App fails to hide/show apps under new IOS 7.5 upgrade.
Meditation Timer - Zenitizer,6444767911,Awesome App,5,It’s the app I’ve been looking for! I really enjoy using it. Thanks for fixing the crashes on my watch in version 1.12.2.
Refocus: App Blocker & Limits,1645639057,So helpful,5,"Love this app, works so well"
Refocus: App Blocker & Limits,1645639057,Great app has saved me over 100hs,5,Good
Refocus: App Blocker & Limits,1645639057,Really good app,5,"It’s helped me so much to stop scrolling mindlessly, makes me more conscious of the way I use my time. Very easy to navigate and use."
Refocus: App Blocker & Limits,1645639057,Excelente,5,Cumple su función.
Refocus: App Blocker & Limits,1645639057,Amazing,5,Works
Compose - Send email without distraction,947492678,I Love It,5,Thanks for creating this app. Have been looking for a send only email client. Would love a iPhone X UI update.
Screen Time Control,1665692026,Fix it,1,Hate the new update put it back I have no idea how to do it anymore
Screen Time Control,1665692026,Bring back the old version,1,I don’t even know how to work this update
Screen Time Control,1665692026,Bring back old one,1,It’s so bad now
Screen Time Control,1665692026,worst update,1,"i cant access the apps even if i delete the restriction, the old app was better. Please fix this"
Screen Time Control,1665692026,Bring back the old version 🙏😭,3,Pls bring back the old version because it doesn’t work properly anymore!!! Thank you…
Brick - Ditch Distractions,6448794069,Easy to use & has really helped.,5,"I’ve only had my Brick a few days but it’s already helped. I’ve used it to lock myself out of social media, during the day, while I’m at home alone, working for myself. I Brick my phone & send the Brick off to work with my husband. I’m not missing social media & it’s made me really aware of how often I pick up my phone to distract from tasks I don’t like.   Being an international customer the only feedback I have is that while I received an email confirmation of my order, I never received notification that my order had shipped. It left me wondering, on the order status, & eventually I had to take time out to contact customer service. Knowing it was on its way in advance would have been helpful.   Thank you. I think it’s a great product & would recommend to others. Next step is to see if you have an affiliate program, because I’d like to offer it to my clients."
Brick - Ditch Distractions,6448794069,Highly reccomended,5,"I’ve tried using Screen Time, Opal, etc. None of them really work, for a number of reasons. But Brick is working very well for me. The fact that I can turn it on anywhere but I can’t unlock it until I’m back at the brick itself is really great. It would be really good to have a timer (e.g. to automatically activate ‘brick mode’ every morning at a certain time, AND/OR to be only able to unbrick for X minutes at a time). Hopefully these features will come soon. Keep it up!"
Brick - Ditch Distractions,6448794069,ALMOST perfect!,4,"Brick has already helped me reduce my screen time exponentially since it arrived 2 weeks ago! The added physical element to being able to use my blocked apps has been the key for me. Being so small and portable I’ve put it somewhere incredibly inconvenient so now each time I want to access my bricked apps I need to get up, walk across the house and reach around stuff to scan Brick which is enough to deter me from doing just that! The added feature of being able to Brick my phone remotely has also made it so much easier to stay consistent! The cherry on top that would make this a 5/5 review would be adding an automation/timer feature. I’d love to be able set a timer so that when I unbrick my phone it will automatically Brick itself again after 15min (or however long I set) so that I don’t fall into the doomscrolling trap and forget to Brick my phone again.  Love what you guys have done, will definitely be recommending this to my friends!"
Brick - Ditch Distractions,6448794069,Need help,1,"Unboxed and app downloaded, app button doesn’t do anything and ready to scan pop up never appeared as per image. App had no help option so reaching out here and instagram."
Brick - Ditch Distractions,6448794069,So close to perfect,4,Love this app. Taking back my mornings and my productivity. Agree with other reviews that scheduled bricking would be even better! I understand the Brick team are working on this functionality. Can’t wait!
Virtual Hope Box,825099621,Very helpful,4,"Has good distracting things, games, ability to add photos, reminders, quotes. Will be recommending!"
Virtual Hope Box,825099621,Great app!,5,This is a great app! I was wondering though whether a password feature could be added to it? Particularly for the coping cards section? Thanks heaps for this well researched and thought out app. :)
Bubbles,284288607,Great for kids!,4,"It's perfect for little kids who need to be entertained whilst in the car. The best part is there are no pop ups, levels or options. Which means they can't accidentally buy more games, get into the App Store or get into the main menu on your phone and call people...or worse. Very well designed for little kids who always want to play"
Bubbles,284288607,Fireworks.....,2,Fireworks crashes the app! Have tried to restore several times .....
Bubbles,284288607,What happened!,1,"Used to love this app but now there's no bubbles, only ugly heads. Please go back to the bubbles!"
Bubbles,284288607,Superb!,5,"My 20 month old son loves this app! It's by far his favourite, and although very simple it keeps him enthralled. He asks for 'bubbles' whenever he sees the iPad (so I keep it hidden most of the time if I want him or I to be doing something else!). It's been wonderful while he's been sick and nothing else has seemed to keep him entertained. Thank you!"
Bubbles,284288607,Love it!,5,My youngest son loves this game! It's kept him quiet an entertained every time! :)
MyScreen: Screen Time & Focus,6737836744,Hard to use,2,"It looks good and I wanted to be productive so I downloaded the app, for some reason, it didn’t stop me from accessing my blocked apps, and everywhere I go I am given advertisements and a screen asking me about paying a subscription. The stimulation from the advertisements and the failure to block apps like YouTube seems to contradict the purpose of the app.  Overall I hope the reason for the trouble isn’t the app but me not knowing how to use it"
MyScreen: Screen Time & Focus,6737836744,Scam,1,This app literally posted a Ad of a different companies App: Opal (Great app I use) unlike the real Opal this fake gives you a PayWall don’t get this app get the real one Opal
MyScreen: Screen Time & Focus,6737836744,Most helpful app,5,This app literally keeps me on track with stuff and makes me focus more sharp
MyScreen: Screen Time & Focus,6737836744,100% AMAZING!!!,5,"Definitely recommend, there is nothing wrong with this app at all. At first I was suspicious about complete all 5 star ratings but I completely understand now. This app give you focus time that allows you to spend more family time, or unwind. The customizable app groups are amazing as they help you set times limits better than ever. Definitely recommend and is a must!!!"
Center Meditation Timer,1332483673,Simple and effective,5,"Simple gong sound to begin, end and at intervals of your choosing. Really appreciating using it. Can link to apple health app if you like too."
Center Meditation Timer,1332483673,Doesn’t work properly. Needs bug fixes.,1,Been using this app for a month and was loving it but now suddenly the app goes to sleep during the timer and the interval sounds don’t play. I’ve tried changing the settings for screen sleep but it is set on disabled and it can’t actually be changed. Nothing happens when you try to tap that setting option.  Such a shame because I was using this daily snd getting a good routine and tracking all the data and now if I have to get a new app that works properly I will lose a month of my date. Needs some bug fixes.
Center Meditation Timer,1332483673,Ideal,5,As a Zen practitioner this is perfect . Just as it should be - simple. Start and finish.
Center Meditation Timer,1332483673,Very cool. Please enable logging on the watch app.,4,"Cool app, made my someone who gets it. Would love the watch app to log meditations. Thanks."
Center Meditation Timer,1332483673,Almost great,4,Would be 5/5 but the sleep screen setting doesn’t allow me to enable it.
Focus Lock: Block Apps & Focus,1494966346,THE WORST,1,The Worst app EVERR it used to work before and hide all my apps once I started my session that's why I decided to pay this time but now it doesn't work anymore took my money and keep loading when I start my session but never starts it. I TRIED EVERYTHING.
Focus Lock: Block Apps & Focus,1494966346,Ruined my phone,1,It’s permanently locked me out of my apps and I can’t fix it.
Focus Lock: Block Apps & Focus,1494966346,Great App !,4,Amazing app that’s super useful if u you are social media addict like me! App disappears and comes back after the time you have set! One thing I’d like mention though that others have already mentioned is that it would improve the app immensely if you could choose what apps to not disappear because some apps are actually used for productivity. This makes me refrain from using the app. Overall great app and great concept🦋
Focus Lock: Block Apps & Focus,1494966346,Scary!! Beware of your privacy and data,1,"It’s surprisingly weird that this app must use internet while locked , also the device management that you have to add in order to approve device management it’s weird ,  I wonder if any information was leaked while using the app .   Lock the phone for 2 hours + lock internet, weird that after 2 hours didn’t work , almost 4 hours and didn’t work , have to force close the app in order to use my device   I wonder what background data was used while the phone was locked"
Focus Lock: Block Apps & Focus,1494966346,Changes order of apps on home screen,2,"This app is good however when you use it, it removes all apps from their previous folders when they appear again once the timer has finished.  It’s super frustrating as I order all my apps in to folders so they were easily accessible on the one page.  I don’t know if there is a way to stop this happening?"
Cleverest: Focus Digital Detox,964890124,"Simple, effective, preventative.",5,"I LOVE this app. It keeps me from reaching for my phone when I need to write, and it’s the ONLY thing I’ve found so far that does."
Cleverest: Focus Digital Detox,964890124,It doesn’t work :(,2,"It doesn’t let me block my apps because it keeps saying that I need to mute my phone but my phone is already mute! Please fix this, it looks like such a promising app!"
Dumb Phone (dp),6504743503,Just the right app,5,I haven’t purchased an iOS app for a very long time but this one is definitely worth it! It’s a little dear but I appreciate that it’s made by an Aussie. Wish there were no limitations with iOS restricting direct access to certain system apps (understand this isn’t on the developer).
Dumb Phone (dp),6504743503,Easy to use,5,"This is such a great looking app, simple to use. Highly recommend if you want to touch your stupid phone less!"
Dumb Phone (dp),6504743503,Can’t imagine my phone without it now,5,"Can’t imagine my phone without this app now. It’s completely changed how I interact with my phone — no more icon badges unless I choose to have them, and it’s really helped cut the dopamine loop that usually comes with constant notifications. I’m way less tempted to pick up my phone. Love it."
Dumb Phone (dp),6504743503,Don’t love it…,3,Not as good as I thought it might be. Also makes you realise how much you use apps practically in life for doing what you need to do! Banking apps etc.
Dumb Phone (dp),6504743503,Perfect! Exactly what I needed,5,"I love this app, I’m so much less distracted and it’s helped me reduce multitasking!!"
Spaces.,1509611686,Promising  app let down by usability.,2,Good looking app but in use for notes of any size it becomes so slow it is unusable.
Just Write - App For Writer,942826631,AWESOME!!,5,This app is perfect! It is supported on my iPhone 6s and it works very smoothly!
Just Write - App For Writer,942826631,Best app,5,This is the best app ever
Just Write - App For Writer,942826631,Confusing the first time I use it,1,How do u use this app it’s soo confusing🤨
Just Write - App For Writer,942826631,Saved stories,1,The most worst bit there could be is when you save a lot of work and can’t log back In. 😬
Just Write - App For Writer,942826631,A nice little app,1,"I take back my word. This app had disappointed me, after I've saved a 4000 word document on it, and now it won't let me log back in. For every time I try, it crashes on me."
Jomo - Screen Time Blocker,1609960918,Changed my life,5,Not enough reviews for this app. Made by a woman so I bought it and gosh it SHOWS!! Very carefully thought out and just the best. Changed my life.  I put it on strict mode when im feeling good and when I have lack of self control it’s just the best . THANK YOU
Jomo - Screen Time Blocker,1609960918,The best app that I ever used.,5,"Works perfectly, it’s adjustable and price is more than reasonable. ✅"
Jomo - Screen Time Blocker,1609960918,Amazing!,5,"I adoreee this app. Jomo has reduced my screentime by 3-5 hours each day 🥹  It’s a huge number that I wasn’t able to achieve by willpower alone despite my best efforts for a couple of years.  I love how fun & functional the app is! The blocks are easy and intuitive to set, and pretty tricky to get around when the urge to scroll creeps back in.  The annual premium plan is well priced - paying $1 a week to regain 20-35 hours is a trade off I’m super pleased to make."
Jomo - Screen Time Blocker,1609960918,Amazing app!,5,"This app has actually improved my quality of life in a way I didn’t know I needed. Literally my screen time is down 59% in the first week, it has really changed my life so quickly. And it’s cheap too! Could not recommend more, thank you devs"
Jomo - Screen Time Blocker,1609960918,Great help,5,"Jomo is wonderful. It’s easy to use, effective and the team are  super helpful and responsive. Well worth a go!"
#blockit: Block distractions,1492879257,Exactly what I needed,5,"I’d like to say thanks for this app, it’s helped my productivity and wellbeing a lot already.  I had a question regarding one feature within the app where there was a small issue due to Instagram changing their layout.  I heard back from developer Jordi same day and the issue was fixed within 24 hours and I was notified to please update.   Great customer service and app, well done!"
#blockit: Block distractions,1492879257,Not amazing if you want to be able to post,2,"This would be so much better through the app instead of the website version as im wanting to limit my consumption but be able to post stories, reels and posts to my business still, thats not really possible through the website version so in this case this app is not super great for that"
#blockit: Block distractions,1492879257,Works like a charm,4,As somewho who is easily distracted by feeds on Youtube & reddit. It saved my productivity. I hope that the ability to disable feeds could extend to some other major sites like yahoo.co.jp or hk01.com.
#blockit: Block distractions,1492879257,The app stopped working and now it requires a subscription,3,"What exact functionality requires this app to have a subscription rather than a one time payment?  Update.  Thanks for the response. That's however was not my experience. For me, on my phone, the app that was previously working stopped working. Luckily I was quickly able to find a good alternative."
#blockit: Block distractions,1492879257,A fantastic app ⭐️⭐️⭐️⭐️⭐️,5,"This app is fantastic and I recommend it to everyone that is wanting to limit their screen time. It has recently changed to subscription only but I believe it is worth it because you will not need any other app. Also, the developer seems to take on feedback to always improve the app! I hope in future we are able to block websites with a time limit so it isn’t tempting to make the block inactive."
Focus Dog: Productivity Timer,1179111193,DONUT DOG/ FOCUS DOG- Best app ever!,5,"Focus dog the app is literally one of the best apps ever!  It is so fun to play, I can beat my siblings, to see who can get more donuts and higher level. And I can also beat the focus app IQ, Patrick too!  The aim of the app is to spend less time on phone by getting donuts every 10 mins to feed to focus dog, then with the money, buying upgrades and even helping real dogs in need!  It keeps me motivated and spend way more time off my phone! My phone screen time came from 5-10 hours to only 1-2 hours, like that is literally crazy?!!?!! (BTW this is from a teen who uses the app)  The only thing I would say is to maybe add a screen blocker, where only that app, can be used but other than that it is the best app ever!!!!!!"
Focus Dog: Productivity Timer,1179111193,Love it and could be better,5,"I love the design and interface, I would like to have sub-tags under tag (e.g. Read and have a book name as sub tag so I don’t need to fill in the book name every time.) and archive the sub tag(once I finished the book, I can hide the book name and won’t appear when I choose the tag to start the timer)  I also want it can start a timer automatically once I open the apps and can automatically assign the tag, as well as having shortcuts or Apple Watch version so I can control the timer via my watch."
Focus Dog: Productivity Timer,1179111193,Love this app!,5,Would recommend for anyone who needs a little motivation to stay off the phone. I have purchased pro & it is worth it for the reminders to not switch screens ;)
Focus Dog: Productivity Timer,1179111193,Let’s me focus on what ever I want and is so cute,5,"I love this app , it’s theme brings me joy I have found no bugs so far and love to use it to study and monitor how much time I spend on technology."
Focus Dog: Productivity Timer,1179111193,helps me study,5,thanks focus dog
Block & Flow: Stay focused,1018884302,Blocked and flown,1,Zero stars!  This app needs to be removed as it no longer functions without a subscription.
Block & Flow: Stay focused,1018884302,Good but one suggestion,5,"Hey, I love the app, it works great and is nice to use. I just wanted to say that I want to purchase a pro membership but find the price too high. If the subscription was perhaps half the current cost I would not hesitate to purchase. If you reduce the price it may encourage more people to sign up. Thanks"
Block & Flow: Stay focused,1018884302,Great app,5,Really simple and easy to use - great for getting things started and keeping track of progress to stay motivated.
Block & Flow: Stay focused,1018884302,"Great app, too expensive",3,A great and easy to use app. It works great. Unfortunately after a trial you have to pay monthly or yearly to become a pro. The price is too high for just a timer app.
Block & Flow: Stay focused,1018884302,I have the attention span of a cockroach.,5,This app is life changing! I can study easily for 25 minutes and now I end up doing 10+ blocks a day.  Amazing resource for people with ADHD as well.
Fatty Cat! - Study Companion,1458862121,Love it but there could be improvements,4,"I love the kitty but i wish i could customise the break and study times by the number like 1hr study and 25 min break, i hope more designs come out because this app is super fun 🐈🐈‍⬛"
Fatty Cat! - Study Companion,1458862121,Fatty kitty,5,This kitty is just so adorable.
Fatty Cat! - Study Companion,1458862121,My cat is fed!!,5,"Strangely I really enjoyed working (no study here, I run my own business!) and fat cat kept me focused on tasks.  I set my to-do list before me and got 4 jobs done, in my five minute breaks I did laundry & hung it out! Loving it. So simple and effective.  Thanks developers 💕"
Fatty Cat! - Study Companion,1458862121,Good studying timer,5,This app is amazing with how it was made and everything and I use it even when i'm not studying its overall just really fun and the premium is cheap
SocialFocus: Hide Distractions,1661093205,Finally a tool that works in every way it needs to.,5,Finally a tool that works in every way it needs to. Awesome that they added a grey feature to make socials grey and significantly less engaging. This tool puts you in control of what you want from social media.
SocialFocus: Hide Distractions,1661093205,So good fr,5,Love dis app
SocialFocus: Hide Distractions,1661093205,Control restored😁,5,Fantastic. So easy to set up. Blocked everything but my notification on Facebook website. Now I can just check what I need and don't see any sponsored content. I deleted the Facebook app and have the website open in a tab. No more Doom scrolling.
SocialFocus: Hide Distractions,1661093205,Customise every social media platform,5,Yes
SocialFocus: Hide Distractions,1661093205,Doesn’t work on the apps,2,"It does say it in the description that it’s the websites not the apps but I was so desperate to block reels on Instagram.  I hate that I need to keep the app for friends that use it the message but the reels are such a time suck. Wish this work for the apps, be warned I don’t know anyone that uses the websites on their phone, would be good for desktop I  guess"
Ochi: Block Websites & Apps,1603024803,good,4,very good!!
Ochi: Block Websites & Apps,1603024803,Great Concept & Excellent Execution.,5,"I've been waiting for an app like this for years. However, it's currently very unstable, crashes and freezes rendering the app unusable. I'm sure with coming updates this will all be sorted and it will develop into a great app.  UPDATE: With the latest update, this has been resolved and the experience has been flawless since then. The developer was quick to contact me on this issue and released a speedy update which has fixed this problem. 11/10"
on point | Minimal Home Screen,6476465213,Over an hour of my life I’ll never get back,1,"I spent over an hour setting it up, paid for premium and then the developer released an upgrade that completely screwed up my set up and put me back to square 1.   All my widgets were empty and I couldn’t really use my phone until I went in a spent another hour fixing it.   It’s also pretty janky, and often launching an app just takes me to the Apple shortcuts app instead of the app I wanted.   Wish I could get my money back and feel a little scammed."
on point | Minimal Home Screen,6476465213,Light phone hack!,5,Fantastic. It has helped slow down my erratic use. I would love about five more widget configurations please — it gets tricky with different Focus settings!
on point | Minimal Home Screen,6476465213,Doesnt Work,1,"Great Concept, doesnt Work"
Soundscape: Sleep Focus Relax,6480119395,Sleep easier,5,Since downloading this app I slept live a baby
Soundscape: Sleep Focus Relax,6480119395,Review,5,"This is such a great app, i used it for the first time today and got an hour 54 straight and it stopped me from getting distracted, i would 100% recommend this app for students and even people who work and get distracted a lot."
Soundscape: Sleep Focus Relax,6480119395,love it!,4,just downloaded it and so far it’s really helping my motivation and improvement on tasks
Soundscape: Sleep Focus Relax,6480119395,Perfection,5,"Just so good I love it, it’s free has everything I need to sleep good, good updates. The only downside is I wish there was a bit more security to blocking apps because I sometimes find myself just unblocking all apps and using them which greatly distracts my sleeping but beside that everything is so good"
Soundscape: Sleep Focus Relax,6480119395,Pretty good,3,"Good app but if I’m linking my Spotify account to it, I should be able to choose a playlist to listen to rather than only the listed playlists. Also I should be able to indefinitely lock app for a certain period and then not be able to change it until the time is finished because otherwise it is too easy to go into the app and just turn it off."
UnTrap for YouTube,1637438059,only works on the browser. not on the app,1,it blu works on safari browser.
UnTrap for YouTube,1637438059,Great app,5,"Wonderful execution on the app. I would like something similar to focus modes with the app though, I use minimalistic YouTube for when I'm working and I want to swap between work mode with minimal YouTube and a leisure mode where I allow more recommendations and such"
UnTrap for YouTube,1637438059,Works Well,4,The app works well and has many features which are perfect. The only thing that would be a benefit is adding the mobile extension to chrome but that may not be possible im not sure.
UnTrap for YouTube,1637438059,Awesome,5,Works perfectly so far
BB - Screen Time & App Blocker,6443657745,Great app,5,"Just what I was looking for, and soo that simply blocks Instagram after I have used for a certain amount of time everyday and the app is free, love it"
Addiction Solitaire•,1450542818,Second shuffle lost,4,"In the past few days, the option of a second shuffle has disappeared. Is it part of the recent revision? iPhone 13. Latest IOS"
Addiction Solitaire•,1450542818,Relax and Play,5,Addiction keeps me mentally active whilst relaxing me
Addiction Solitaire•,1450542818,Yyyttffg,5,Ujjh bnmineewx
Addiction Solitaire•,1450542818,I’m addicted,5,Quick game but uses a lot of problem solving skills
Addiction Solitaire•,1450542818,Good game but ads are annoying,3,The game is good to play however I deleted the game as I was absolutely sick of watching the ads - particularly as that same ad over and over again for Royal Match. There should be a limit to the number of times the same ad plays.  You can’t buy an adult free version of the game so I’ve had enough of watching Royal Match so deleted this game.
I Am Sober,672904239,Thank you.,5,"This app has been helping me so much. I genuinely thought it wouldn't break down some of the barriers that my addictions had put up. It is an incredible companion through a difficult time. Still early days, but I've never been more committed and hopeful. Thank you devs ❤️"
I Am Sober,672904239,Wrong name,4,It’s been keeping me accountable since the beginning and actually cares
I Am Sober,672904239,Love It,5,I love this app!
I Am Sober,672904239,banned for no reason,2,"this app was great for me at first, it helped me stop self harming for really long periods of time but then i looked on it today to see i was permanently banned? it says for being underage but im not underage. the social feature was one of the main things that helped me as i got advice from a lot of different people and had some people on there who helped me smile. i wouldnt recommend getting this app as ive gotten banned a few times now for absolutely no reason :/"
I Am Sober,672904239,it’s good,4,"i like this app because it has helped me in the past with other problems, and it still does. it is effective and useful, keeps track of your progress and doesn’t shame you if you relapse as recovery is not linear. however, it would be nice if there were more changes as the app gets a bit repetitive. otherwise, this is a good app, and i recommend to anyone battling with any kind of addiction. x"
Brainbuddy: Quit Porn Now,726780077,This App,1,"This app charging you just shows that they don’t care about you, they care about your money.  They just use us people who are in a vulnerable position to get money out of us"
Brainbuddy: Quit Porn Now,726780077,Over changed multiply times,1,Signed up for the $14.99 per month changed $29.98 per month Has happed more than once.  After this month ends 100 per cent deleting the app.
Brainbuddy: Quit Porn Now,726780077,Best App,5,THIS IS THE ONLY APP YOU NEED TO DEFEAT YOUR ADDICTION.
Brainbuddy: Quit Porn Now,726780077,Free,2,Please make it free then a lot more people would use it
Brainbuddy: Quit Porn Now,726780077,costs money,1,made me feel like i should just stay addicted
Pelago Health,1234288038,Great so far,5,Great so far. Enjoying my journey to becoming a non-smoker. Notifications don’t work for me at all though and I’m finding myself having to set my own alarms and reminders manually through my phone. I’ve tried looking through all settings however no notification settings appear for the app.
Pelago Health,1234288038,Trying to delete a log but nothing happens,1,"I did like this app until I went to delete a log I didn’t end up having it won’t do anything it comes up remove so you want to remove but it still just stays in the log, needs fixing!!!! Now it’s deleting but not removing from my weekly or daily total!!!! Frustrating"
Pelago Health,1234288038,Using this app is stressful!,2,Trying to change my settings (it has me as having smoked 0 cigarettes a day) is stressful - I can’t figure out how to do it. Tested out every tab and everywhere it’s trying to get me to do things and buy things.
Pelago Health,1234288038,Awful tactics. Don’t download,1,"I find it extremely unethical that this app plays off a persons addictions to get an insane $40.00 per month for basic content. Don’t be fooled, you get barely anything for free on here. This isn’t an app that wants to help you, they’re taking advantage of those who a desperate. Disgusting tactics. There are plenty of better and FREE apps out there to help you quit smoking. Don’t waste your money or time with this."
Pelago Health,1234288038,Bugs galore,1,"Needs to be bug tested, just a dumb amount of bugs for such a simple app"
Drug Addiction: Alcoholics & Narcotics Companion,332357360,Just as well it's free,1,"Not comprehensive, wrong information that has the potenial to cause harm. My field is drug and alcohol research there are many free AOD website that you can refer to that contain current info."
Drug Addiction: Alcoholics & Narcotics Companion,332357360,Bad,1,No decent information and most information is out of date.
Popular Girls,1586619092,I can explain…,2,It’s fun but after everything it’s an ad and it’s so annoying thatks why i deleted it
Popular Girls,1586619092,This not really sweet and girls are all beautiful,1,Why every life type always bullied girls who so different this is not ok some are girls depressed easily of there beauty or ugliness and stop doing this let girls be there self and I have daughter who very hatred on herself that she looks different and have disability and most disturbing is that she want kill her self and she cries a lot and she scratch a forehead well maybe when she cries due to her changing cause she near 13 and these young girls reading pls girls be yourself and boys if you treat girls or bullies girls really mean this isn’t ok so stop being so mean to girls who is not beautiful cause there are beautiful
Popular Girls,1586619092,Bad adds!,1,"This game is terrible, it is very laggy and boring."
Popular Girls,1586619092,It okay….,3,"The game is good but there is an ad after every stage you do as in getting food ‘ad’ throw tray ‘ad’ play game and whatever ‘ad’ so yes it is a good game in all but why all the ads? To make it better make more stages please and LESS ADS! As soon as I joined the game an ad came up. What is with every app or game likening them? I literally am lost for words rn so I’m just going to stop here. But if you are ok with loads and I mean TONS of ads then go ahead. The game also isn’t too disturbing, just awkward of cheating and stuff. YIKES! But yeah good game just please take ads away!"
Popular Girls,1586619092,Pop girl,5,This is a amazing game I wish I was like that
SPACE - Break phone addiction,916126783,Absolute Garbage and dangerous Spyware,1,Ask the autorisation to constantly track your location in order to “work”.
SPACE - Break phone addiction,916126783,"Data miner, do not use",1,"Notifications are frequent for an app aimed at minimising phone time.   Quiz was useless, as it didn’t get my usage type from its questions and didn’t have any indicator showing why one was more ‘accurate’ than another.  The measurement is not accurate depending on the background process - and does not even give a breakdown of what apps contribute to the hours that it’s collecting.  Absolutely awful experience when using maps to navigate. It sent more notifications WHILE DRIVING.   The irony in this app. Immediate delete."
SPACE - Break phone addiction,916126783,Great app to help me,5,I love SPACE. In just a few days it has helped me to realise how much time I spend on my phone and ways to get control back.
SPACE - Break phone addiction,916126783,Overall good but would like more info,3,It's good to get an idea of how many times each day I've unlocked my phone and some approximation to how long ... BUT I use my phone to read non-fiction for study and some means of knowing which apps I've used for how long would add value.  It does recognise when I might be using my phone for navigation and gave me the option to not count that usage - so that's a good start.
SPACE - Break phone addiction,916126783,Great idea but...,1,"I love the idea of this, but it just doesn't work. At the moment it tells me I've used my phone for 3 minutes today- not true! I've followed the instructions but still can't get it to work properly. I'll be deleting and looking for something similar that actually works!"
